고유번호,지역,상호,상표,주소,전화번호,셀프여부, 품질인증주유소, 전산보고주유소
A0032027,경남 양산시,양천석유(주)덕진주유소,SK에너지,경남 양산시 하북면 양산대로 2390,055-383-5100,셀프,N,N
A0032035,경남 양산시,대양석유(주)범어주유소,SK에너지,경남 양산시 물금읍 황산로 743,055-385-6436,셀프,N,Y
A0032038,경남 양산시,대양석유(주)참사랑주유소,SK에너지,경남 양산시 양산대로 1029 (북정동),055-367-5184,셀프,N,Y
A0032045,경남 양산시,대양석유(주) 양산스마일주유소,SK에너지,경남 양산시 동면 양산대로 414,055-363-2280,셀프,N,Y
A0032050,경남 양산시,(주)에너지원 행복가득주유소,HD현대오일뱅크,경남 양산시 양산대로 684 (남부동),055-365-8851,일반,N,N
A0032055,경남 양산시,비케이원(주) 도륜대주유소,HD현대오일뱅크,경남 양산시 상북면 양산대로 1839,055-374-1701,셀프,N,Y
A0032059,경남 양산시,OS에너지 터미널주유소,GS칼텍스,경남 양산시 물금읍 제방로 21,055-371-2099,셀프,N,N
A0032067,경남 양산시,오케이주유소,SK에너지,경남 양산시 웅상대로 1180 (명동),055-366-2460,셀프,N,N
A0032074,경남 양산시,비케이에너지(주) 석산주유소,HD현대오일뱅크,경남 양산시 동면 양산대로 602,055-382-9830,셀프,N,N
A0032076,경남 양산시,한솔유화㈜한솔주유소,SK에너지,경남 양산시 양산대로 1088,055-387-8981,셀프,N,N
A0032080,경남 양산시,승학에너지㈜소토,S-OIL,경남 양산시 상북면 와곡4길 34,055-375-5575,셀프,N,N
A0032083,경남 양산시,통도사(부산)주유소,알뜰(ex),경남 양산시 하북면 경부고속도로 31-1,055-372-6163,셀프,Y,Y
A0032084,경남 양산시,광신홀딩스㈜ 직영 양산대로주유소,SK에너지,경남 양산시 양산대로 1115,055-366-5182,셀프,N,N
A0032087,경남 양산시,법기주유소,HD현대오일뱅크,경남 양산시 동서로 346,055-785-5115,셀프,N,N
A0032088,경남 양산시,양산신도시주유소,GS칼텍스,경남 양산시 동면 양산대로 407,055-367-5101,셀프,N,N
A0032090,경남 양산시,세기상사(주) 양산중앙주유소,S-OIL,경남 양산시  신기로 69 (북정동),055-383-0055,셀프,N,N
A0032091,경남 양산시,참조은주유소,알뜰주유소,경남 양산시 하북면 양산대로 2325,055-372-3242,셀프,Y,Y
A0033098,경남 양산시,증산셀프주유소,SK에너지,경남 양산시 물금읍 증산역로 158,055-367-8284,셀프,N,N
A0033425,경남 양산시,신덕계클린주유소 경동제이에이치개발,알뜰주유소,경남 양산시 덕명로 48 (덕계동 177-34),055-785-0987,셀프,N,Y
A0033501,경남 양산시,용연주유소,HD현대오일뱅크,경남 양산시 하북면 양산대로 2053,055-374-5188,셀프,N,N
A0033690,경남 양산시,승학에너지㈜,S-OIL,경남 양산시 상북면 양산대로 1510,055-375-2127,셀프,N,N
A0027884,경남 의령군,신흥주유소,S-OIL,경남 의령군 봉수면 대한로 1047,055-573-6500,일반,N,N
A0027893,경남 의령군,중앙주유소,GS칼텍스,경남 의령군 의령읍 백산로 4,055-573-2621,셀프,N,N
A0027902,경남 의령군,큰길주유소,알뜰주유소,경남 의령군 정곡면 의합대로 1157,055-573-3212,셀프,N,Y
A0027904,경남 의령군,남강주유소,HD현대오일뱅크,경남 의령군 의령읍 남강로 761,055-572-1185,일반,N,N
A0027962,경남 의령군,의령농협클린주유소,NH-OIL,경남 의령군 의령읍 의병로 171,055-573-8711,셀프,Y,Y
A0027991,경남 의령군,신반주유소,SK에너지,경남 의령군 부림면 대한로 1781,055-574-6007,일반,N,N
A0028090,경남 의령군,동부주유소,GS칼텍스,경남 의령군 부림면 신번로 85,055-574-2123,일반,N,N
A0028160,경남 의령군,대복주유소,S-OIL,경남 의령군 용덕면 의합대로 128,055-573-1550,셀프,N,N
A0028294,경남 의령군,태양주유소,SK에너지,경남 의령군 유곡면 함의로 2274,055-574-4490,일반,N,N
A0028307,경남 의령군,진등재주유소,HD현대오일뱅크,경남 의령군 용덕면 의합대로 496,055-574-5149,일반,N,N
A0028392,경남 의령군,동부농협주유소,NH-OIL,경남 의령군 지정면 함의로 1448번지,055-572-5890,일반,N,Y
A0028393,경남 의령군,의령농협주유소,자가상표,경남 의령군 정곡면 법정로 932-13,055-570-0650,일반,N,Y
A0028481,경남 의령군,남산주유소,GS칼텍스,경남 의령군 의령읍 의령대로 1649,055-573-4848,일반,N,N
A0028495,경남 의령군,(주)의령주유소,SK에너지,경남 의령군 가례면 의령대로 1166,055-573-2067,일반,N,N
A0028643,경남 의령군,중동주유소,HD현대오일뱅크,경남 의령군 부림면 대한로 1658,055-573-8808,일반,N,N
A0029692,경남 의령군,만남주유소,HD현대오일뱅크,경남 의령군 대의면 합천대로 228,055-573-5182,일반,N,N
A0033020,경남 의령군,이광주주유소,S-OIL,경남 의령군 대의면 의령대로 173,055-572-5999,일반,N,Y
A0022787,경남 함안군,군북IC주유소,GS칼텍스,경남 함안군 군북면 월촌1길 7,055-585-1239,셀프,N,N
A0023339,경남 함안군,도항주유소,S-OIL,경남 함안군 가야읍 함마대로 1530,055-582-5189,셀프,N,N
A0027238,경남 함안군,칠원주유소,S-OIL,경남 함안군 칠원읍 함의로 73,055-587-6644,일반,N,N
A0027882,경남 함안군,군북주유소,SK에너지,경남 함안군 군북면 사군로 1574,055-000-0000,일반,N,N
A0027888,경남 함안군,경남주유소,SK에너지,경남 함안군 칠원면 경남대로 1612,055-587-5150,일반,N,N
A0027905,경남 함안군,우리주유소,GS칼텍스,경남 함안군 산인면 송산로 117,055-583-7070,일반,N,N
A0027912,경남 함안군,일삼주유소,HD현대오일뱅크,경남 함안군 대산면 함의로 735,055-582-4704,일반,N,N
A0027922,경남 함안군,강변주유소,S-OIL,경남 함안군 법수면 법정로 224,055-584-2331,일반,N,N
A0027939,경남 함안군,예곡,S-OIL,경남 함안군 칠원면 경남대로 1500,055-587-2941,일반,N,N
A0027946,경남 함안군,봉촌주유소,HD현대오일뱅크,경남 함안군 칠북면 온천로 187,055-586-3366,일반,N,N
A0027971,경남 함안군,칠서제일주유소,S-OIL,경남 함안군 칠서면 청계3길 1,055-587-0301,셀프,N,N
A0027982,경남 함안군,세중주유소,SK에너지,경남 함안군 칠원면 삼칠로 7,055-587-6622,일반,N,N
A0027986,경남 함안군,형제주유소,GS칼텍스,경남 함안군 가야읍 함안대로 779,055-583-8686,일반,N,N
A0027990,경남 함안군,고려주유소,SK에너지,경남 함안군 가야읍 함안대로 458,055-585-0051,일반,N,N
A0028065,경남 함안군,대산주유소,S-OIL,경남 함안군 대산면 대산중앙로 243,055-582-8040,일반,N,Y
A0028080,경남 함안군,삼보주유소,S-OIL,경남 함안군 칠서면 함의로 217,055-587-8811,일반,N,N
A0028096,경남 함안군,삼도주유소,HD현대오일뱅크,경남 함안군 법수면 법수로 599,055-584-4125,일반,N,N
A0028102,경남 함안군,함안주유소,SK에너지,경남 함안군 가야읍 가야로 64,055-583-2727,일반,N,N
A0028106,경남 함안군,청남주유소,GS칼텍스,경남 함안군 칠북면 단내로 49,055-587-8881,셀프,N,N
A0028112,경남 함안군,구성주유소,GS칼텍스,경남 함안군 칠원면 경남대로 1825,055-586-5133,일반,N,N
A0028127,경남 함안군,칠북주유소,SK에너지,경남 함안군 칠북면 경남대로 2401,055-586-7519,셀프,N,N
A0028152,경남 함안군,삼화주유소,GS칼텍스,경남 함안군 가야읍 말산로 100,055-585-0090,일반,N,N
A0028201,경남 함안군,신흥주유소,HD현대오일뱅크,경남 함안군 대산면 대법로 571,055-582-5131,일반,N,N
A0028225,경남 함안군,가야농업협동조합 주유소,NH-OIL,경남 함안군 가야읍 함마대로 1600,055-583-6051,셀프,N,Y
A0028265,경남 함안군,대천주유소,GS칼텍스,경남 함안군 가야읍 함마대로 1338,055-583-5185,셀프,N,N
A0028266,경남 함안군,함마대로주유소,알뜰주유소,경남 함안군 산인면 함마대로 2035,055-583-5200,셀프,N,Y
A0028274,경남 함안군,(주)플러스에너지,자가상표,경상남도 함안군 법수면 법수로 418,055-583-1151,일반,N,N
A0028278,경남 함안군,대로주유소,GS칼텍스,경남 함안군 칠원읍 경남대로 1761,055-587-2098,일반,N,N
A0028283,경남 함안군,CJ대한통운㈜메가함안주유소,S-OIL,경남 함안군 산인면 함마대로 2367,055-584-2882,셀프,N,Y
A0028309,경남 함안군,칠서IC주유소,SK에너지,경남 함안군 칠서면 삼칠로 313,055-586-1515,일반,N,N
A0028325,경남 함안군,대암주유소,HD현대오일뱅크,경남 함안군 군북면 사군로 1409,055-585-9922,일반,N,N
A0028330,경남 함안군,대박주유소,S-OIL,경남 함안군 산인면 함마대로 1834,055-583-5188,셀프,N,N
A0028331,경남 함안군,낙동주유소,SK에너지,경남 함안군 칠서면 삼칠로 1165-13,055-587-1881,일반,N,N
A0028335,경남 함안군,성원주유소,S-OIL,경남 함안군 칠북면 단내로 18-6,055-587-1536,일반,N,N
A0028380,경남 함안군,하나주유소(SK),SK에너지,경남 함안군 법수면 함안대로 1022,055-585-1010,일반,N,N
A0028381,경남 함안군,희승주유소,알뜰주유소,경남 함안군 군북면 장백로 386,055-582-8881,셀프,Y,Y
A0028390,경남 함안군,대산농협주유소,NH-OIL,경남 함안군 대산면 대산중앙로 172,055-582-7315,일반,N,Y
A0028397,경남 함안군,군북농협주유소,NH-OIL,경남 함안군 군북면 중암4길 3,055-585-7226,셀프,N,Y
A0028399,경남 함안군,삼칠농협주유소,NH-OIL,경남 함안군 칠원읍 삼칠로 129,055-586-3761,일반,Y,Y
A0028400,경남 함안군,가야농협함읍지점주유소,NH-OIL,경남 함안군 함안면 성산로 6,055-583-5786,일반,N,Y
A0028437,경남 함안군,(주)썬엘칠서(양평)주유소충전소,알뜰(ex),경남 함안군 칠서면 계룡로 122,055-587-1420,셀프,Y,Y
A0028438,경남 함안군,세기상사㈜ 동현주유소,S-OIL,경남 함안군 칠서면 삼칠로 789,055-587-1489,일반,N,N
A0028480,경남 함안군,대보건설(주)함안(순천)주유소/충전소,알뜰(ex), 경상남도 함안군 군북면 현포로 205-1,055-582-6321,셀프,Y,Y
A0028482,경남 함안군,CJ대한통운㈜신성주유소,S-OIL,경남 함안군 칠서면 유성로 12,055-586-7891,셀프,N,Y
A0028490,경남 함안군,청남제2주유소,알뜰주유소,경남 함안군 칠서면 삼칠로 306,055-587-8881,셀프,N,Y
A0028491,경남 함안군,주식회사 태화주유소,SK에너지,경남 함안군 군북면 함마대로 378,055-583-8816,일반,N,N
A0028492,경남 함안군,조은에너지(주),HD현대오일뱅크,경남 함안군 산인면 함마대로 2348,055-582-1192,셀프,N,N
A0028493,경남 함안군,(유)동원주유소,SK에너지,경남 함안군 대산면 송산로 798,055-582-0500,일반,N,N
A0028494,경남 함안군,태영주유소,HD현대오일뱅크,경남 함안군 대산면 대부로 451,055-583-7277,일반,N,N
A0028704,경남 함안군,신성주유소,S-OIL,경남 함안군 군북면 장백로 361,055-585-8183,일반,N,N
A0030307,경남 함안군,삼원주유소,S-OIL,경남 함안군 군북면 정주로 3,055-583-1045,일반,N,N
A0031971,경남 함안군,(주)이엠석유 함안(부산방향)주유소/충전소,알뜰(ex),경남 함안군 군북면 현포로 205,055-583-9341,셀프,Y,Y
A0032999,경남 함안군,산단주유소,HD현대오일뱅크,경남 함안군 군북면 함안산단로 69,055-585-4874,셀프,Y,Y
A0033720,경남 함안군,의령IC주유소 베르데산업,SK에너지,경남 함안군 군북면 함마대로 281,0,셀프,N,N
A0000373,경남 창녕군,영현주유소,GS칼텍스,경남 창녕군 부곡면 온천로 916,055-536-3510,셀프,N,N
A0023190,경남 창녕군,제일주유소,SK에너지,경남 창녕군 영산면 온천로 29,055-536-5858,일반,N,N
A0027435,경남 창녕군,화명주유소,HD현대오일뱅크,경남 창녕군 온천로 1173,055-536-5667,셀프,N,N
A0027920,경남 창녕군,고암주유소,HD현대오일뱅크,경남 창녕군 고암면 창밀로 366,055-533-0888,일반,N,N
A0027943,경남 창녕군,영남주유소,GS칼텍스,경남 창녕군 도천면 영산도천로 285,055-536-7799,일반,N,N
A0027959,경남 창녕군,만물주유소,S-OIL,경남 창녕군 창녕읍 창밀로 155,055-533-3336,일반,N,N
A0027983,경남 창녕군,남지농협고곡주유소,NH-OIL,경남 창녕군 남지읍 박진로 992,055-526-2126,일반,N,Y
A0027993,경남 창녕군,제주비케이㈜ 경남대로주유소,HD현대오일뱅크,경남 창녕군 도천면 경남대로 3268,055-536-9084,셀프,N,N
A0028038,경남 창녕군,착한주유소,S-OIL,경남 창녕군 계성면 영산계성로 255,055-536-9916,셀프,N,Y
A0028039,경남 창녕군,대영주유소,SK에너지,경남 창녕군 창녕읍 경남대로 4514,055-532-2339,일반,N,N
A0028060,경남 창녕군,대동주유소,S-OIL,경남 창녕군 계성면 영산장마로 660,055-536-3336,일반,N,N
A0028075,경남 창녕군,대견주유소,HD현대오일뱅크,경남 창녕군 성산면 창한로 404,055-533-4764,일반,N,N
A0028131,경남 창녕군,대창주유소,SK에너지,경남 창녕군 대합면 우포2로 850,055-533-1210,일반,N,N
A0028143,경남 창녕군,유어주유소,GS칼텍스,경남 창녕군 유어면 우포1대로 510,055-532-8385,일반,N,N
A0028151,경남 창녕군,조은주유소,HD현대오일뱅크,경남 창녕군 남지읍 남지중앙로 34,055-526-0051,일반,N,N
A0028155,경남 창녕군,대초주유소,S-OIL,경남 창녕군 대지면 우포1대로 1185,055-532-9751,일반,N,N
A0028165,경남 창녕군,퇴천주유소,SK에너지,경남 창녕군 창녕읍 창녕대로 302,055-533-4141,일반,N,N
A0028232,경남 창녕군,부영주유소,SK에너지,경남 창녕군 부곡면 온천로 663,055-521-5152,일반,N,N
A0028240,경남 창녕군,공단주유소,HD현대오일뱅크,경남 창녕군 영산계성로 328,055-536-2100,일반,N,N
A0028247,경남 창녕군,부곡알뜰주유소,자가상표,경남 창녕군 부곡면 온천로 692,055-521-4661,셀프,N,Y
A0028273,경남 창녕군,남지IC주유소/충전소,GS칼텍스,경남 창녕군 남지읍 낙동로 579-4,055-521-1331,일반,N,N
A0028275,경남 창녕군,삼거리주유소,S-OIL,경상남도 창녕군 도천면 낙동로 843 (도천면),055-526-0311,일반,N,N
A0028282,경남 창녕군,21세기주유소,HD현대오일뱅크,경남 창녕군 도천중앙로 1,055-536-4028,일반,N,N
A0028284,경남 창녕군,주유소309,S-OIL,경남 창녕군 도천면 온천로 309,055-521-5188,일반,N,N
A0028306,경남 창녕군,부곡주유소,자가상표,경남 창녕군 부곡면 부곡로 103,055-536-7800,일반,N,N
A0028360,경남 창녕군,SK행복충전 경성에너지주유소/충전소,SK에너지,경남 창녕군 대합면 경남대로 5408,055-532-2557,일반,N,N
A0028376,경남 창녕군,장천주유소,SK에너지,경남 창녕군 이방면 이방대합로 255,055-532-8577,일반,N,N
A0028379,경남 창녕군,(주)왕산주유소,SK에너지,경남 창녕군 대지면 경남대로 4975,055-532-0637,셀프,N,N
A0028395,경남 창녕군,영산농협주유소,NH-OIL,경남 창녕군 길곡면 낙동로 1383,055-536-7773,일반,N,Y
A0028396,경남 창녕군,남지농협주유소,NH-OIL,경남 창녕군 남지읍 박진로 1719,055-526-2162,일반,N,Y
A0028401,경남 창녕군,창녕농협주유소,NH-OIL,경남 창녕군 창녕읍 창녕대로 38,055-533-9751,셀프,N,Y
A0028434,경남 창녕군,(주)이엠석유 영산(하)주유소/충전소,알뜰(ex),경남 창녕군 영산면 장척호수길 56-110,055-521-3284,셀프,Y,Y
A0028445,경남 창녕군,광신직영(우성셀프),S-OIL,경남 창녕군 영산면 영산도천로 464,055-521-5888,셀프,N,Y
A0030245,경남 창녕군,(주)제일주유소,S-OIL,경남 창녕군 남지읍 남지중앙로 132,055-526-0300,셀프,N,N
A0030248,경남 창녕군,장마주유소,S-OIL,경남 창녕군 장마면 영산장마로 112,055-536-8188,일반,N,N
A0030333,경남 창녕군,(주)해연 창녕주유소,GS칼텍스,경남 창녕군 창녕읍 우포1대로 1585,055-533-7500,셀프,N,N
A0030335,경남 창녕군,퇴산주유소,HD현대오일뱅크,경남 창녕군 대합면 평지퇴산로 159,055-532-5400,일반,N,N
A0030353,경남 창녕군,창성주유소,SK에너지,경남 창녕군 창녕읍 남창녕로 4,055-533-2222,일반,N,Y
A0030392,경남 창녕군,도천주유소,SK에너지,경남 창녕군 도천면 영산도천로 338,055-536-0006,일반,N,N
A0030403,경남 창녕군,이방주유소,GS칼텍스,경남 창녕군 이방면 이방로 945,055-532-5070,일반,N,N
A0030422,경남 창녕군,태평양주유소,SK에너지,경남 창녕군 계성면 영산장마로 638,055-536-0077,일반,N,N
A0030423,경남 창녕군,대성,S-OIL,경남 창녕군 유어면 우포1대로 642,055-532-7049,일반,N,N
A0030424,경남 창녕군,내동주유소(SK),SK에너지,경남 창녕군 이방면 이방로 648,055-532-8454,일반,N,N
A0030426,경남 창녕군,길곡주유소,SK에너지,경남 창녕군 길곡면 길곡로 4,055-536-9942,일반,N,N
A0030692,경남 창녕군,삼화주유소,S-OIL,경남 창녕군 도천면 온천로 202,055-521-2222,일반,N,N
A0031749,경남 창녕군,계성주유소,SK에너지,경남 창녕군 계성면 영산계성로 463,055-521-0001,일반,N,N
A0033283,경남 창녕군,제이엠6주유소,S-OIL,경남 창녕군 성산면 경남대로 5742-6,070-4006-0970,셀프,N,N
A0027264,경남 고성군,세기상사(주) 고성IC주유소,S-OIL,경남 고성군 고성읍 남해안대로 2234,055-673-8112,셀프,N,N
A0029385,경남 고성군,월평주유소,HD현대오일뱅크,경남 고성군 고성읍 남해안대로 2369,055-673-5805,일반,N,N
A0029415,경남 고성군,거류주유소,GS칼텍스,경남 고성군 거류면 동해로 690,055-672-2122,일반,N,N
A0029418,경남 고성군,대진주유소,S-OIL,경남 고성군 상리면 상정대로 1782,055-672-8393,셀프,N,N
A0029422,경남 고성군,지남주유소,GS칼텍스,경남 고성군 고성읍 남해안대로 2980,055-673-4306,셀프,N,Y
A0029425,경남 고성군,삼락주유소,HD현대오일뱅크,경남 고성군 마암면 남해안대로 3388,055-673-3969,셀프,N,N
A0029437,경남 고성군,옥수주유소,S-OIL,경남 고성군 회화면 남해안대로 4061,055-673-4477,일반,N,N
A0029442,경남 고성군,삼산주유소,GS칼텍스,경남 고성군 삼산면 공룡로 1557,055-673-7444,일반,N,N
A0029445,경남 고성군,인성주유소,S-OIL,경남 고성군 고성읍 송학고분로 275,055-674-6901,일반,N,N
A0029475,경남 고성군,주식회사 경남에너지판매 푸른주유소,SK에너지,경남 고성군 마암면 남해안대로 3471,055-673-7600,셀프,N,Y
A0029491,경남 고성군,남부주유소,SK에너지,경남 고성군 고성읍 남해안대로 2719-26,055-674-4003,일반,N,N
A0029495,경남 고성군,봉현주유소,알뜰주유소,경남 고성군 하이면 삼상로 578,055-835-8585,셀프,N,N
A0029497,경남 고성군,신월주유소,SK에너지,경남 고성군 고성읍 남해안대로 2463-7,055-673-5117,일반,N,N
A0029518,경남 고성군,효천산업개발(주)상리주유소,HD현대오일뱅크,경남 고성군 상리면 상정대로 1354,055-672-5131,셀프,N,Y
A0029525,경남 고성군,부포주유소,HD현대오일뱅크,경남 고성군 상리면 상정대로 1005,055-674-4252,일반,N,N
A0029536,경남 고성군,동고성농협주유소,NH-OIL,경남 고성군 회화면 남해안대로 3768,055-673-2150,셀프,N,Y
A0029540,경남 고성군,동해주유소,S-OIL,경남 고성군 동해면 동해로 961,055-673-4090,일반,N,Y
A0029554,경남 고성군,고성휴게주유소,HD현대오일뱅크,경남 고성군 상리면 상정대로 1885-8,0,셀프,N,N
A0029556,경남 고성군,텍사스주유소,S-OIL,경남 고성군 상리면 상정대로 1313,055-673-0533,셀프,N,Y
A0029570,경남 고성군,하일주유소,S-OIL,경남 고성군 하일면 자란만로 1619,055-673-6731,일반,N,N
A0029595,경남 고성군,영은주유소,GS칼텍스,경남 고성군 고성읍 동외로 117,055-674-4141,일반,N,N
A0029596,경남 고성군,율대주유소,HD현대오일뱅크,경남 고성군 고성읍 남해안대로 2518,055-674-6787,일반,N,N
A0029599,경남 고성군,쌍발주유소,SK에너지,경남 고성군 하이면 공룡로 378,055-835-8884,셀프,N,N
A0029634,경남 고성군,터미널주유소,알뜰주유소,경남 고성군 고성읍 송학고분로 349,055-673-7900,셀프,N,Y
A0029646,경남 고성군,고성동부농협주유소,NH-OIL,경남 고성군 동해면 봉암3길 3 동부농협주유소,055-672-5155,셀프,N,Y
A0029648,경남 고성군,고성농협주유소,NH-OIL,경남 고성군 고성읍 송학로 110,055-673-4486,셀프,Y,Y
A0029661,경남 고성군,광신석유(주)직영 고성주유소,SK에너지,경남 고성군 마암면 곤기길 204,055-673-5174,셀프,N,N
A0029665,경남 고성군,고성공룡나라(통영)주유소/충전소,알뜰(ex),경남 고성군 대가면 통영대전고속도로 29,055-674-2062,셀프,Y,Y
A0029666,경남 고성군,고성공룡나라(대전)주유소,알뜰(ex),경남 고성군 대가면 통영대전고속도로 32,055-674-8062,셀프,Y,Y
A0029762,경남 고성군,옥천주유소,SK에너지,경남 고성군 개천면 옥천로 1228,055-673-0215,일반,N,N
A0030256,경남 고성군,(주)대윤에너지 고성탑주유소,GS칼텍스,경남 고성군 거류면 거류로 608,055-673-4066,셀프,N,N
A0027972,경남 남해군,고려주유소,S-OIL,경남 남해군 상주면 남해대로 678,055-863-4888,셀프,N,N
A0029739,경남 남해군,새남해농협 고현주유소,NH-OIL,경남 남해군 고현면 남해대로 3294,055-863-2266,일반,N,Y
A0029742,경남 남해군,다정주유소,GS칼텍스,경남 남해군 이동면 남해대로 2389,055-864-2022,일반,N,N
A0029809,경남 남해군,우리주유소,SK에너지,경남 남해군 이동면 무림로 9,055-863-0090,일반,N,N
A0029860,경남 남해군,금산주유소,알뜰주유소,경남 남해군 이동면 남해대로 1974 (이동면),055-862-5400,일반,N,N
A0029864,경남 남해군,대영주유소,SK에너지,경남 남해군 남해읍 남해대로 2662,055-863-0844,일반,N,N
A0029909,경남 남해군,목화주유소,SK에너지,경남 남해군 창선면 동부대로 2684,055-867-8200,일반,N,N
A0029916,경남 남해군,송정주유소,S-OIL,경남 남해군 미조면 남해대로 214,055-867-3333,일반,N,N
A0029945,경남 남해군,삼동주유소,S-OIL,경남 남해군 삼동면 삼이로 344,055-867-8111,셀프,N,N
A0030043,경남 남해군,서남해주유소,S-OIL,경남 남해군 남해읍 남해대로 2905,055-862-0051,일반,N,N
A0030050,경남 남해군,서진주유소,GS칼텍스,경남 남해군 남해읍 남해대로 2990,055-862-0001,일반,N,N
A0030075,경남 남해군,신세계주유소,SK에너지,경남 남해군 삼동면 동부대로 1867,055-867-0500,셀프,N,N
A0030077,경남 남해군,동천주유소,S-OIL,경남 남해군 삼동면 동부대로 1241,055-867-7005,셀프,N,N
A0030152,경남 남해군,새남해농업협동조합설천주유소,NH-OIL,경남 남해군 설천면 설천로 128,055-863-4456,일반,N,Y
A0030153,경남 남해군,새남해농협하나로마트설천점,NH-OIL,경남 남해군 설천면 설천로 647,055-863-4456,일반,N,Y
A0030154,경남 남해군,새남해농업협동조합서면주유소,NH-OIL,경남 남해군 서면 스포츠로 679,055-862-1152,일반,N,Y
A0030155,경남 남해군,새남해농협남상지점주유소,NH-OIL,경남 남해군 서면 남서대로 2215,055-862-1531,일반,N,Y
A0030206,경남 남해군,덕산주유소(현대),HD현대오일뱅크,경남 남해군 이동면 남해대로 2247,055-863-1051,일반,N,N
A0030226,경남 남해군,(주)남해종합에너지,GS칼텍스,경남 남해군 남해읍 화전로 149,055-864-5680,일반,N,N
A0030233,경남 남해군,창선농협주유소,NH-OIL,경남 남해군 창선면 창선로 38,055-867-7707,일반,N,Y
A0030234,경남 남해군,동남해농업협동조합남면지소,NH-OIL,경남 남해군 남면 남서대로 810,055-862-9961,일반,N,Y
A0030515,경남 남해군,동남해주유소,SK에너지,경남 남해군 삼동면 삼이로 18-0,055-867-5151,일반,N,N
A0010063,경남 하동군,강변주유소,S-OIL,경남 하동군 하동읍 섬진강대로 2627,055-884-7743,일반,N,Y
A0027257,경남 하동군,아산주유소,S-OIL,경남 하동군 하동읍 섬진강대로 2692,055-884-5189,일반,N,Y
A0027916,경남 하동군,청암주유소,S-OIL,경남 하동군 청암면 청학로 654,055-884-0407,셀프,N,N
A0029727,경남 하동군,금남주유소(현대),HD현대오일뱅크,경남 하동군 금남면 섬진강대로 669,055-883-7777,일반,N,N
A0029753,경남 하동군,평사리주유소,HD현대오일뱅크,경남 하동군 악양면 섬진강대로 3428,055-884-1144,셀프,N,N
A0029814,경남 하동군,하동나들목주유소,HD현대오일뱅크,경남 하동군 금남면 섬진강대로 929,055-883-8282,일반,N,N
A0029847,경남 하동군,금성주유소,HD현대오일뱅크,경남 하동군 금성면 산업로 766,055-882-0805,일반,N,N
A0029851,경남 하동군,돌다리주유소,GS칼텍스,경남 하동군 적량면 공설운동장로 240,055-884-0051,일반,N,N
A0029880,경남 하동군,양보주유소,HD현대오일뱅크,경남 하동군 양보면 경서대로 1466,055-882-5149,일반,N,Y
A0029899,경남 하동군,창성주유소,S-OIL,경남 하동군 금남면 산업로 938,055-883-5557,셀프,N,N
A0029959,경남 하동군,조선해양주유소,HD현대오일뱅크,경남 하동군 금성면 산업로 498,070-7758-9151,셀프,N,N
A0029964,경남 하동군,하동주유소,HD현대오일뱅크,경남 하동군 하동읍 섬진강대로 2128,055-883-5145,일반,N,N
A0029986,경남 하동군,섬진주유소,GS칼텍스,경남 하동군 하동읍 경서대로 182,055-884-0020,일반,N,N
A0029990,경남 하동군,섬진강주유소,S-OIL,경남 하동군 화개면 섬진강대로 3911,055-882-1901,셀프,N,N
A0030027,경남 하동군,알프스주유소,GS칼텍스,경남 하동군 금남면 산업로 915,055-883-0990,셀프,N,Y
A0030056,경남 하동군,섬진강포구 주유소,SK에너지,경남 하동군 적량면경서대로 628,055-884-0934,셀프,N,Y
A0030066,경남 하동군,OK주유소,SK에너지,경남 하동군 금남면 경충로 282,055-883-6023,일반,N,N
A0030070,경남 하동군,우리주유소,자가상표,경남 하동군 금성면 산업로 560,055-884-8251,일반,N,N
A0030134,경남 하동군,(주)진남제2주유소,알뜰주유소,경남 하동군 경충로 1089,055-882-3023,일반,N,Y
A0030139,경남 하동군,세계화목도리주유소,HD현대오일뱅크,경남 하동군 하동읍 섬진강대로 1707,055-883-6464,셀프,N,N
A0030157,경남 하동군,금오농협주유소,NH-OIL,경남 하동군 양보면 진양로 739,055-882-7675,일반,N,Y
A0030158,경남 하동군,금오농협 진교지점 주유소,NH-OIL,경남 하동군 진교면 경충로 1065,055-883-5182,일반,Y,Y
A0030218,경남 하동군,기성주유소,GS칼텍스,경남 하동군 횡천면 경서대로 1173,055-883-5171,일반,N,N
A0030219,경남 하동군,옥종주유소,HD현대오일뱅크,경남 하동군 옥종면 옥종중앙길 1,055-883-6934,일반,N,N
A0030221,경남 하동군,해룡주유소,GS칼텍스,경남 하동군 금남면 경충로 440,055-883-5920,일반,N,N
A0030223,경남 하동군,한진주유소,SK에너지,경남 하동군 옥종중앙길 104,055-882-8009,일반,N,N
A0030232,경남 하동군,옥종농협주유소,NH-OIL,경남 하동군 옥종면 주포중앙길 28,055-883-8740,일반,N,Y
A0030235,경남 하동군,화개악양농협 악양지점주유소,NH-OIL,경남 하동군 악양면 악양서로 342,055-884-6862,일반,N,Y
A0030419,경남 하동군,남해주유소,HD현대오일뱅크,경남 하동군 진교면 민다리안길 9,055-884-0197,셀프,N,Y
A0033254,경남 하동군,하동포구주유소,SK에너지,경상남도 하동군 하동읍 섬진강대로 1824,070-8199-2003,셀프,N,Y
A0033570,경남 하동군,화개악양농협본점,NH-OIL,경남 하동군 화개면 섬진강대로 3748-5,055-883-0802,셀프,N,Y
