고유번호,지역,상호,상표,주소,전화번호
A0028711,경남 창원시,영진LPG충전소,E1,경남 창원시 진해구 충장로 483 (덕산동),055-547-4450,
A0028715,경남 창원시,동부2,자가상표,경남 창원시 진해구 진해대로 736,1811-9837,
A0028717,경남 창원시,새창원충전소,GS칼텍스,경남 창원시 창원대로18번길6,055-252-0061,
A0028718,경남 창원시,극동충전소,GS칼텍스,경남 창원시 마산회원구 3.15대로 612,055-255-0010,
A0028719,경남 창원시,(주)창원충전소,GS칼텍스,경남 창원시 의창구 차상로 183 (팔용동),055-251-0601,
A0028733,경남 창원시,마금산LPG충전소,E1,경남 창원시 의창구 정렬대로 159 (동정동),055-252-3234,
A0028734,경남 창원시,(주)동구에너지,HD현대오일뱅크,경남 창원시 진해구 진해대로 2180 (두동),055-541-2086,
A0028739,경남 창원시,SK행복충전 창원개인택시지부충전소,SK가스,경남 창원시 의창구 사화로 286 (팔용동),055-253-3511,
A0028740,경남 창원시,㈜유남에너지,SK가스,경남 창원시 의창구 창원대로 314,055-238-4131,
A0028775,경남 창원시,신항LPG충전소,E1,경남 창원시 진해구 진해대로 1331,055-542-8811,
A0028777,경남 창원시,광신직영(굴현충전소),S-OIL,경남 창원시 의창구 정렬대로 110,055-252-7763,
A0028786,경남 창원시,광신직영(두대충전소),S-OIL,경남 창원시 성산구 남면로 3 (대원동),055-273-2300,
A0028798,경남 창원시,넥스트엘앤이㈜ 넥스트주유소/충전소,S-OIL,경남 창원시 진해구 천자로 67 (이동),055-547-1217,
A0033324,경남 창원시,그린가스텍주식회사,S-OIL,경남 창원시 마산합포구 진동면 남해안대로 5422,055-296-3651,
A0027710,경남 진주시,SK행복충전 대천충전소,SK가스,경남 진주시 강남로 15 (주약동),055-758-5189,
A0029822,경남 진주시,대륙가스충전소,HD현대오일뱅크,경남 진주시 문산읍 월아산로 1183,055-761-6543,
A0029832,경남 진주시,진주개인택시2 충전소,GS칼텍스,경남 진주시 진주대로 1409,055-742-6137,
A0029854,경남 진주시,SK행복충전 경남가스충전소,SK가스,경남 진주시 명석면 진주대로 1968,055-743-6061,
A0029865,경남 진주시,대풍엘피가스,GS칼텍스,경남 진주시 진주대로 405 (가좌동),055-755-5301,
A0029885,경남 진주시,미래로가스충전소SK,SK가스,경남 진주시 정촌면 진주대로 249,055-800-8813,
A0029897,경남 진주시,SK행복충전 동명가스충전소,SK가스,경남 진주시 문산읍 진마대로 1062,055-761-5355,
A0029940,경남 진주시,태일가스충전소,GS칼텍스,경남 진주시 진산로 161 (장재동),055-759-3223,
A0029944,경남 진주시,금산LPG충전소,GS칼텍스,경남 진주시 금산면 월아산로 1906,055-753-1461,
A0029982,경남 진주시,유천LPG충전소,HD현대오일뱅크,경남 진주시 말티고개로 69 (초전동),055-756-5143,
A0029985,경남 진주시,진주LPG충전소,E1,경남 진주시 말티고개로 46 (초전동),055-762-0041,
A0029994,경남 진주시,SK행복충전 동원가스충전소,SK가스,경남 진주시 내동면 순환로 395,055-759-6669,
A0029998,경남 진주시,진주오렌지충전소,E1,경남 진주시 진주대로 1298 (유곡동),055-745-6607,
A0030111,경남 진주시,(주)명성에너지,GS칼텍스,경남 진주시 솔밭로 5 (상평동),055-752-4989,
A0030112,경남 진주시,대림가스공업(주),S-OIL,경남 진주시 솔밭로31번길 6 (상평동),055-752-1234,
A0030114,경남 진주시,대창가스,S-OIL,경남 진주시 돗골로 61 (상평동),055-752-3330,
A0030115,경남 진주시,(주)합동가스,SK에너지,경남 진주시 솔밭로32번길 19 (상평동),055-752-8221,
A0030124,경남 진주시,(주)서진주충전소,S-OIL,경남 진주시 판문로 194 (판문동),055-745-4121,
A0030171,경남 진주시,진주개인택시조합충전소,GS칼텍스,경남 진주시 월아산로 2092,055-755-0114,
A0030173,경남 진주시,문산(순천)주유소,HD현대오일뱅크,경남 진주시 문산읍 남해고속도로 195,055-762-2048,
A0032977,경남 진주시,진주(부산방향)주유소/충전소,GS칼텍스,경남 진주시 남해고속도로 194,055-759-1028,
A0029380,경남 통영시,통영IC충전소,GS칼텍스,경남 통영시 용남면 남해안대로 284,055-642-5944,
A0029457,경남 통영시,통영가스충전소,SK에너지,경남 통영시 남해안대로 629,055-642-7000,
A0029522,경남 통영시,SK행복충전 통영관광충전소,SK가스,경상남도 통영시 용남면 남해안대로 325,055-646-6967,
A0029613,경남 통영시,SK행복충전 대우가스충전소,SK가스,경남 통영시 용남면 장문로 13,055-648-7537,
A0029619,경남 통영시,(주)대호산업가스충전소,S-OIL,경남 통영시 동호안길 94 (동호동),055-641-4989,
A0029670,경남 통영시,㈜동남이앤지 통영충전소,E1,경남 통영시 용남면 남해안대로 40,055-648-4415,
A0029250,경남 사천시,삼천포오렌지충전소,E1,경남 사천시 벌용길 94 (용강동),055-833-9595,
A0029687,경남 사천시,사천LPG충전소,E1,경남 사천시 사천읍 사천대로 1783,055-854-3616,
A0029935,경남 사천시,한일에너지 LPG충전소,GS칼텍스,경남 사천시 곤명면 경서대로 3603,055-853-8872,
A0029957,경남 사천시,SK행복충전 태영가스충전소,SK가스,경남 사천시 서포면 서포로 744,055-853-5454,
A0029976,경남 사천시,남양에너지충전소,S-OIL,경남 사천시 서포면 사천대교로 490-7,055-854-3003,
A0030120,경남 사천시,SK행복충전 공항LPG충전소,SK가스,경남 사천시 사천읍 사천대로 2000,055-853-0005,
A0030121,경남 사천시,남일에너지,S-OIL,경남 사천시 삼천포대교로 551 (좌룡동),055-835-7081,
A0030122,경남 사천시,동아가스산업,GS칼텍스,경남 사천시 사천대로 718 (노룡동),055-832-1801,
A0030185,경남 사천시,사천(순천방향)주유소/충전소,E1,경남 사천시 곤양면 묵실길 31-13,055-854-6732,
A0030186,경남 사천시,사천(부산방향)주유소/충전소,E1,경남 사천시 곤양면 서삼로 637,055-854-8622,
A0031444,경남 사천시,학동주유소,E1,경남 사천시 정동면 상정대로 2061,055-855-0889,
A0031450,경남 사천시,삼천포가스충전소,SK가스,경남 사천시 삼천포대교로 648,055-835-0939,
A0031461,경남 사천시,서흥LPG,GS칼텍스,경남 사천시 축동면 사천대로 2168,055-852-5335,
A0030312,경남 김해시,태영가스충전소,S-OIL,경남 김해시 진영읍 서부로 18,055-345-6345,
A0030322,경남 김해시,서김해LPG충전소,SK가스,경남 김해시 금관대로 1112 (외동),055-333-9689,
A0030332,경남 김해시,SK행복충전 칠산가스충전소,SK가스,경남 김해시 금관대로 920 (풍유동),055-321-0070,
A0030339,경남 김해시,럭키LPG충전소,자가상표,경남 김해시 금관대로 1047 (풍유동),055-322-1919,
A0030344,경남 김해시,SK행복충전 관동가스충전소,SK가스,경남 김해시 장유면 덕정로 3,055-313-6622,
A0030356,경남 김해시,김해셀프주유소충전소,SK에너지,경남 김해시 주촌면 서부로 1598,055-337-7765,
A0030377,경남 김해시,신영충전소,S-OIL,경남 김해시 금관대로 994 (풍유동),055-335-0518,
A0030398,경남 김해시,SK행복충전 김해LPG충전소,SK가스,경남 김해시 김해대로 2625 (안동),055-323-7671,
A0030584,경남 김해시,구산럭키LPG충전소,GS칼텍스,경남 김해시 가야로 353,055-322-1919,
A0030642,경남 김해시,삼계LPG충전소,E1,경남 김해시 한림면 김해대로 1604,055-314-2311,
A0030651,경남 김해시,김해어방LPG충전소,E1,경남 김해시 분성로 555 (어방동),055-327-2311,
A0030655,경남 김해시,동창원IC충전소,E1,경남 김해시 진영읍 김해대로 133,055-346-0301,
A0030737,경남 김해시,부경에너지(주)알뜰제2충전소,SK에너지,경남 김해시 생림대로 162 (삼계동),055-312-6690,
A0030770,경남 김해시,㈜경인석유 진영(순천방향)주유소,S-OIL,경남 김해시 진영읍 하계로96번길 44-49,055-342-0878,
A0030771,경남 김해시,동양가스산업(주) 알뜰 서김해 IC 충전소,S-OIL,경남 김해시 금관대로 991 (풍유동),055-325-0047,
A0032100,경남 김해시,비앤지(주),S-OIL,경남 김해시 한림면 김해대로 1565,055-343-1370,
A0032131,경남 김해시,SK행복충전 진영가스충전소,SK가스,경남 김해시 진영읍 진산대로 108,055-342-0057,
A0032173,경남 김해시,풀무원식품(주) 장유(부산방향)주유소,E1,경남 김해시 장유로116번길 44-82,055-323-0878,
A0032174,경남 김해시,MS에너지(주),S-OIL,경남 김해시 한림면 한림로 1027,055-342-0554,
A0033234,경남 김해시,서일산업㈜장유 충전소장유 주유소,S-OIL,경남 김해시 장유로 581-1,055-332-7744,
A0033505,경남 김해시,㈜에스엔디유통 진영(부산)주유소/충전소,S-OIL,경남 김해시 진영읍 하계로96번길 68,055-342-8700,
A0033533,경남 김해시,구암충전소,HD현대오일뱅크,경남 김해시 진영읍 본산로 60,055-346-1739,
A0028608,경남 밀양시,귀명주유소/충전소,S-OIL,경남 밀양시 하남읍 온천로 1842 (하남읍),055-391-4886,
A0029082,경남 밀양시,(주)티엔에프하이웨이주유소/충전소,GS칼텍스,경남 밀양시 산내면 밀양대로 4127,055-351-0685,
A0030399,경남 밀양시,동구가스충전소,SK에너지,경남 밀양시 상남면 상남로 925,055-355-2086,
A0030526,경남 밀양시,삼랑진가스충전소,GS칼텍스,경남 밀양시 삼랑진읍 삼랑진로 323,055-352-7999,
A0030650,경남 밀양시,밀양LPG충전소,E1,경남 밀양시 상남면 밀양대로 1367,055-355-4455,
A0030671,경남 밀양시,대광가스,S-OIL,경남 밀양시 부북면 밀양대로 1653,055-356-3961,
A0030675,경남 밀양시,SK행복충전 대영충전소,SK가스,경남 밀양시 밀양대로 2248 (교동),055-355-2235,
A0030787,경남 밀양시,SK행복충전 밀양에너지,SK가스,경남 밀양시 밀양대로 1710 (삼문동),055-355-6700,
A0016656,경남 거제시,SK행복충전 거제충전소,SK가스,경남 거제시 연초면 거제대로 4417,055-636-3311,
A0028725,경남 거제시,초이앤케이 주식회사,SK가스,경남 거제시 상동1길 22,055-634-2300,
A0029427,경남 거제시,청포가스충전소,S-OIL,경남 거제시 사등면거제대로 6060,055-633-6961,
A0029510,경남 거제시,SK충전소,SK가스,경남 거제시 사등면 거제대로 5312,055-634-3603,
A0029516,경남 거제시,덕포충전소,GS칼텍스,경상남도 거제시  옥포대첩로 338,055-688-0147,
A0029544,경남 거제시,새거제충전소,SK가스,경남 거제시 거제대로 5050 (장평동),055-000-0000,
A0029550,경남 거제시,거제삼성충전소,S-OIL,경남 거제시 사등면 거제대로 5189-19,055-638-5179,
A0029620,경남 거제시,(주)성주에너지,E1,경남 거제시 거제대로 3241 (아양동),055-682-3333,
A0029629,경남 거제시,거제옥산충전소,S-OIL,경남 거제시 거제면 읍내로 410-29,055-633-8088,
A0029677,경남 거제시,SK행복충전 성주에너지 옥포충전소,SK가스,경남 거제시 거제대로 3677 (옥포동),055-688-9192,
A0032822,경남 거제시,엘림가스산업,S-OIL,경남 거제시 두모길 3-18 (두모동),055-681-5747,
A0032910,경남 거제시,㈜성주에너지 거제LPG충전소,E1,경남 거제시 연초면 죽토로 94,055-634-1239,
A0013168,경남 양산시,풀무원식품(주) 양산(서울방향)주유소,SK에너지,경남 양산시 동면 목장길 15-50,055-389-1750,
A0031740,경남 양산시,양산가스충전소,HD현대오일뱅크,경남 양산시 상북면 양산대로 1567,055-374-0569,
A0031814,경남 양산시,신양산가스충전소,E1,경남 양산시 명곡로 155 (북부동),055-386-0780,
A0031927,경남 양산시,남양산충전소,E1,경남 양산시 동면 양산대로 542-20,055-384-3125,
A0031938,경남 양산시,양산IC충전소,GS칼텍스,경남 양산시 상북면 와곡강변길 22,055-374-7735,
A0031949,경남 양산시,웅상LPG충전소,E1,경남 양산시 웅상대로 1577,055-388-6661,
A0031966,경남 양산시,SK행복충전 신성에너지충전소,SK가스,경남 양산시 산막공단로 12 (북정동),055-385-4002,
A0031969,경남 양산시,MS종합가스(주),S-OIL,경남 양산시 소주공단2길 48,055-366-0521,
A0031992,경남 양산시,부경에너지(주) 도륜대충전소,SK에너지,경남 양산시 상북면 양산대로 1835,055-781-2900,
A0031994,경남 양산시,SK행복충전 연성에너지충전소,SK가스,경남 양산시 공단로 31 (신기동),055-912-9188,
A0032033,경남 양산시,(주)신성에너지 통도가스충전소,S-OIL,경남 양산시 하북면 양산대로 2169,055-375-2600,
A0032078,경남 양산시,동해고속충전소,E1,경남 양산시 웅상대로 1000 (주진동),055-365-6999,
A0032083,경남 양산시,통도사(부산)주유소,SK에너지,경남 양산시 하북면 경부고속도로 31-1,055-372-6163,
A0032996,경남 양산시,호포충전소,GS칼텍스,경남 양산시 동면 양산대로 21,055-387-2261,
A0033003,경남 양산시,물금LPG충전소,S-OIL,경남 양산시 물금읍 황산로 112,055-366-1128,
A0033690,경남 양산시,승학에너지㈜,S-OIL,경남 양산시 상북면 양산대로 1510,055-375-2127,
A0028312,경남 의령군,SK행복충전 의령가스충전소,SK가스,경남 의령군 의령읍 백산로 89,055-572-2515,
A0028314,경남 의령군,정암LPG충전소,S-OIL,경남 의령군 의령읍 남강로 771,055-573-1185,
A0028057,경남 함안군,천사충전소,S-OIL,경남 함안군 산인면 함마대로 2033,055-582-0377,
A0028180,경남 함안군,칠북충전소,SK에너지,경남 함안군 칠북면 경남대로 2399,055-586-7519,
A0028234,경남 함안군,㈜해성에너지 조은LPG충전소,HD현대오일뱅크,경남 함안군 산인면 함마대로 2348,055-583-9600,
A0028366,경남 함안군,의령IC충전소,SK가스,경남 함안군 군북면 함마대로 281,055-583-6679,
A0028437,경남 함안군,(주)썬엘칠서(양평)주유소충전소,HD현대오일뱅크,경남 함안군 칠서면 계룡로 122,055-587-1420,
A0028441,경남 함안군,신창가스(주)칠원충전소,SK에너지,경남 함안군 칠원읍 삼칠로 15,055-586-4600,
A0028446,경남 함안군,명성에너지 함안충전소 SK행복충전,SK가스,경남 함안군 가야읍 말산로 97 (가야읍),055-583-3774,
A0028480,경남 함안군,대보건설(주)함안(순천)주유소/충전소,SK에너지, 경상남도 함안군 군북면 현포로 205-1,055-582-6321,
A0031971,경남 함안군,(주)이엠석유 함안(부산방향)주유소/충전소,GS칼텍스,경남 함안군 군북면 현포로 205,055-583-9341,
A0027911,경남 창녕군,제주비케이㈜ 경남대로충전소,HD현대오일뱅크,경남 창녕군 도천면 경남대로 3270,055-536-9087,
A0028015,경남 창녕군,SK행복충전 대흥가스충전소,SK가스,경남 창녕군 창녕읍 창녕대로 142,055-533-2889,
A0028273,경남 창녕군,남지IC주유소/충전소,SK가스,경남 창녕군 남지읍 낙동로 579-4,055-521-1331,
A0028360,경남 창녕군,SK행복충전 경성에너지주유소/충전소,SK가스,경남 창녕군 대합면 경남대로 5408,055-532-2557,
A0028431,경남 창녕군,SK행복충전 경성에너지 영산충전소,SK가스,경남 창녕군 영산면 영산장마로 733,055-536-1811,
A0028434,경남 창녕군,(주)이엠석유 영산(하)주유소/충전소,S-OIL,경남 창녕군 영산면 장척호수길 56-110,055-521-3284,
A0033049,경남 창녕군,대성종합가스,GS칼텍스,경남 창녕군 대지면 효정직교길 107,055-532-0019,
A0027898,경남 고성군,동방LPG충전소,E1,경남 고성군 고성읍 남해안대로 3055,055-674-1976,
A0029426,경남 고성군,SK행복충전 금강충전소,SK가스,경남 고성군 고성읍 남해안대로 2537,055-674-8031,
A0029458,경남 고성군,옥수LPG충전소,S-OIL,경남 고성군 회화면 남해안대로 4053,055-673-4477,
A0029621,경남 고성군,(주)대우에너지,S-OIL,경남 고성군 마암면 삼락1길 7,055-674-6771,
A0029633,경남 고성군,공룡LPG충전소,HD현대오일뱅크,경남 고성군 회화면 남해안대로 4029,055-672-3104,
A0029665,경남 고성군,고성공룡나라(통영)주유소/충전소,SK가스,경남 고성군 대가면 통영대전고속도로 29,055-674-2062,
A0029666,경남 고성군,고성공룡나라(대전)주유소,GS칼텍스,경남 고성군 대가면 통영대전고속도로 32,055-674-8062,
A0029668,경남 고성군,SK행복충전 율대충전소,SK가스,경남 고성군 고성읍 남해안대로 2548,055-673-5164,
A0029701,경남 고성군,고성LPG충전소,GS칼텍스,경남 고성군 고성읍 상정대로 532-9,055-674-2558,
A0029798,경남 남해군,땡큐LPG충전소,E1,경남 남해군 남해읍 남해대로 2624,055-864-1415,
A0029876,경남 남해군,대영LPG충전소,GS칼텍스,경남 남해군 남해읍 남해대로 2675,055-864-3304,
A0029946,경남 남해군,창선대교LPG충전소,S-OIL,경남 남해군 창선면 동부대로 2902,055-867-3066,
A0030118,경남 남해군,남해LPG충전소,E1,경남 남해군 고현면 남해대로 3249,055-864-8104,
A0029786,경남 하동군,SK행복충전 하동LPG충전소,SK가스,경남 하동군 진교면 경충로 594,055-883-3367,
A0029852,경남 하동군,풍년LPG,GS칼텍스,경남 하동군 하동읍 섬진강대로 2344,055-884-2978,
A0029688,경남 산청군,SK행복충전 산청에너지,SK가스,경남 산청군 산청읍 산수로 52,055-973-6409,
A0029694,경남 산청군,동진가스충전소,GS칼텍스,경남 산청군 신안면 원지로 78,055-972-0651,
A0030119,경남 산청군,㈜대교 산청(대전방향)주유소/충전소,E1,경남 산청군 단성면 통영대전고속도로 76,055-973-6138,
A0030184,경남 산청군,㈜대교 산청(통영방향)주유소/충전소,HD현대오일뱅크,경남 산청군 단성면 통영대전고속도로 77,055-973-8902,
A0025506,경남 함양군,해연충전소,GS칼텍스,경남 함양 수동면 거함대로 1133,055-962-8993,
A0029296,경남 함양군,함양LPG충전소,E1,경상남도 함양군 함양읍 고운로 208,055-963-2311,
A0029367,경남 함양군,시카프관광개발(주) 함양(하남)주유소/충전소,SK에너지,경남 함양군 지곡면 효산길 23-11,055-964-1041,
A0029368,경남 함양군,시카프관광개발(주) 함양(통영)주유소,E1,경남 함양군 지곡면 효산길 23-31,055-963-8762,
A0033269,경남 함양군,태성가스,GS칼텍스,경남 함양군 함양읍 한들로 246,055-963-3553,
A0026863,경남 거창군,거창제일LPG충전소,S-OIL,경남 거창군 거창읍 거함대로 3277,055-945-3051,
A0029297,경남 거창군,거창LPG충전소,E1,경남 거창군 거창읍 강남로 80,055-944-6840,
A0029328,경남 거창군,SK행복충전 거창에너지충전소,SK가스,경남 거창군 거창읍 거함대로 3372-67,055-945-2810,
A0029370,경남 거창군,㈜승진에너지 거창(광주방향)주유소/충전소,SK에너지,경남 거창군 가조면 가조가야로 1543-81,055-941-0863,
A0029241,경남 합천군,영창가스충전소,GS칼텍스,경남 합천군 합천읍 대야로 981,055-932-0303,
A0029251,경남 합천군,해인사충전소,S-OIL,경남 합천군 야로면 가야산로 927,055-933-9830,
A0027194,부산 서구,(주)신광에너지,S-OIL,부산 서구 충무대로 180 (남부민동),051-248-7365,
A0027251,부산 동구,한국가스 범일충전소 SK행복충전,SK가스,부산 동구 자성로133번길 39 (범일동),051-635-3131,
A0027255,부산 동구,마라톤가스(주)초량충전소,GS칼텍스,부산 동구 중앙대로 310,051-463-5921,
A0027342,부산 동구,SK행복충전 개인택시남부LPG충전소,SK가스,부산광역시 동구 성남로 42,051-500-8526,
A0027363,부산 동구,SK행복충전 개인택시중앙LPG충전소,SK가스,부산 동구 중앙대로 334(초량동),051-463-4181,
A0027376,부산 동구,문화가스,SK에너지,부산 동구 중앙대로 348 (초량동),051-463-5111,
A0027072,부산 영도구,SK행복충전 부산에너지충전소,SK가스,부산 영도구  해양로 160,051-404-1555,
A0027085,부산 영도구,SK행복충전 영도충전소,SK가스,부산광역시 영도구  영선대로 41 (영선동4가),051-415-1837,
A0032844,부산 영도구,개인택시영도LPG충전소,E1,부산 영도구 해양로 296,051-500-8593,
A0027836,부산 동래구,SK행복충전 삼성에너지충전소,SK가스,부산 동래구 명륜로 48 (수안동),051-555-3100,
A0031345,부산 남구,한국가스 대연충전소 SK행복충전,SK가스,부산 남구 수영로 212 (대연동),051-627-3132,
A0027519,부산 북구,한국가스 구포충전소 SK행복충전,SK가스,부산 북구 사상로 619 (구포동),051-304-6051,
A0027582,부산 북구,삼보주유소/충전소,GS칼텍스,부산 북구 만덕대로 331 (만덕동),051-336-2002,
A0027596,부산 북구,개인택시 금곡역충전소,E1,부산 북구 금곡대로 704 (금곡동),051-365-4665,
A0027675,부산 북구,비케이에너지(주)동양가스충전소,SK에너지,부산 북구 금곡대로 103 (덕천동),051-334-0378,
A0031316,부산 해운대구,이원 해운대LPG충전소,E1,부산 해운대구 해운대로 1255 (송정동),051-704-9196,
A0027104,부산 사하구,부산LPG충전소,E1,부산 사하구 장림로 139 (장림동),051-264-9752,
A0027195,부산 사하구,개인택시 사하LPG충전소,E1,부산 사하구 을숙도대로 585  (신평동),051-204-8630,
A0027197,부산 사하구,한국가스 장림충전소 SK행복충전,SK가스,부산 사하구 장림동 510-2,051-263-3131,
A0027231,부산 사하구,SK행복충전 은광가스충전소,SK가스,부산 사하구 사하로 90,051-206-3326,
A0027234,부산 사하구,(주)신광에너지 장림충전소,S-OIL,부산 사하구 장림로 278 (장림동),051-263-7742,
A0033477,부산 사하구,광신가스㈜ 직영 을숙도대로충전소,SK에너지,부산 사하구 을숙도대로 530 (신평동),051-205-8800,
A0027427,부산 강서구,(주)GES신항만에너지,SK에너지,부산 강서구 낙동남로 507 (녹산동),051-973-7625,
A0027458,부산 강서구,가락충전소,E1,부산 강서구 호계로 195 (죽동동),051-971-3430,
A0027460,부산 강서구,죽림LPG충전소,S-OIL,부산 강서구 호계로 102 (죽림동),051-941-2020,
A0027463,부산 강서구,부산공항LPG충전소,E1,부산 강서구 공항로 459 (대저2동),051-973-4036,
A0027514,부산 강서구,신명지에너지,E1,부산 강서구 르노삼성대로 560,051-271-2464,
A0027595,부산 강서구,개인택시 신공항충전소,E1,부산 강서구 대저신덕1길 312 (대저1동),051-941-3485,
A0027697,부산 강서구,SK행복충전 대저충전소,SK가스,부산 강서구 체육공원로 24 (대저1동),051-941-9808,
A0027701,부산 강서구,부산강서LPG충전소,E1,부산 강서구 낙동북로 310 (대저1동),051-972-0245,
A0033486,부산 강서구,신항만LPG충전소,GS칼텍스,부산 강서구 가락대로 397,051-831-8219,
A0031967,부산 금정구,한국가스 신한충전소 SK행복충전,SK가스,부산 금정구 반송로 494 (금사동),051-521-0300,
A0031972,부산 금정구,(주)신진가스,S-OIL,부산 금정구 반송로 433 (금사동),051-525-5044,
A0027810,부산 연제구,마라톤가스(주) 새동래충전소,GS칼텍스,부산 연제구 명륜로 15,051-501-7635,
A0027844,부산 연제구,부산개인택시조합직영LPG충전소,E1,부산 연제구 월드컵대로 415,051-507-8983,
A0031401,부산 수영구,(주)수영에너지산업,E1,부산 수영구 수영로 749 (수영동),051-751-3436,
A0027580,부산 사상구,마라톤가스(주)팔성충전소,GS칼텍스,부산 사상구 가야대로 75 (감전동),051-314-3555,
A0027594,부산 사상구,개인택시사상LPG충전소,E1,부산 사상구 학장로 21 (학장동),051-327-9446,
A0027600,부산 사상구,한국가스 사상충전소 SK행복충전,SK가스,부산 사상구 가야대로 157 (감전동),051-326-3131,
A0027659,부산 사상구,(주)성은에너지 제2충전소,GS칼텍스,부산 사상구 강변대로 412,051-313-4028,
A0027670,부산 사상구,대성산업㈜ 대성충전소,GS칼텍스,부산 사상구 사상로 339 (덕포동),051-303-4747,
A0027681,부산 사상구,(주)MS가스 학장충전소,S-OIL,부산 사상구 학장로 165,051-315-7174,
A0027687,부산 사상구,마라톤서부충전소,GS칼텍스,부산 사상구 낙동대로 1384 (삼락동),051-305-7948,
A0027707,부산 사상구,(주)덕양에너지직영 구덕산충전소,SK에너지,부산 사상구 학감대로 102 (학장동),051-647-5100,
A0031962,부산 사상구,극동유화(주) 감전충전소,S-OIL,부산 사상구 낙동대로 878 (감전동),051-320-8500,
A0031963,부산 사상구,극동유화(주) 주례충전소,HD현대오일뱅크,부산 사상구 가야대로 203,051-322-4779,
A0033452,부산 사상구,광신가스㈜ 직영 낙동대로충전소,SK에너지,부산 사상구 낙동대로 935,051-311-0131,
A0027252,부산 기장군,한국에너지산업(주),자가상표,부산 기장군 기장읍 기장대로413번길 38,051-722-5152,
A0031212,부산 기장군,기장오렌지충전소,E1,부산 기장군 기장읍 반송로 1415,051-722-9489,
A0031241,부산 기장군,정림에너지,S-OIL,부산 기장군 정관면 신정관로 187,051-727-7868,
A0031412,부산 기장군,SK행복충전 선암가스충전소,SK가스,부산광역시 기장군 장안읍 기장대로 1451,051-727-1212,
A0031431,부산 기장군,동양주유소/기장충전소,SK에너지,부산 기장군 기장읍 기장대로 530,051-723-0202,
A0031796,부산 기장군,곰내터널충전소,E1,부산 기장군 정관면 정관산업로 1143,051-728-2311,
A0031836,부산 기장군,SK행복충전 월드컵LPG충전소,SK가스,부산 기장군 일광면 기장대로 1216,051-727-1212,
A0031973,부산 기장군,정관신도시주유소/충전소,SK가스,부산 기장군 정관면 정관로 901,051-727-6228,
A0032000,부산 기장군,개인택시동부산충전소,E1,부산 기장군 철마면 반송로 1022,051-723-2090,
A0032051,부산 기장군,삼성가스충전소,GS칼텍스,부산광역시 기장군 일광읍 기장대로 693,051-722-5170,
A0032069,부산 기장군,장안충전소(울산방향),SK가스,부산 기장군 장안읍 동해고속도로 26,051-728-5157,
A0032070,부산 기장군,장안충전소(부산방향),SK가스,부산 기장군 장안읍 동해고속도로 25,051-727-7300,
A0033563,부산 기장군,신아시아드충전소,GS칼텍스,부산 기장군 일광면 기장대로 1000,051-722-8701,
A0001863,제주 제주시,SK행복충전 제주오케이충전소,SK가스,제주 제주시 일주서로 7588 (이호이동),064-749-5188,
A0018511,제주 제주시,한동충전소,SK에너지,제주 제주시 구좌읍 일주동로 2761,064-783-6001,
A0028838,제주 제주시,SK행복충전 정우오라LPG충전소,SK가스,제주 제주시 오남로 150 (오라이동),064-749-1123,
A0030794,제주 제주시,SK행복충전 소명충전소,SK가스,제주특별자치도 제주시 한북로 313,064-721-8181,
A0030805,제주 제주시,SK행복충전 제주충전소,SK가스,제주특별자치도 제주시 동문로 157 (건입동),064-757-4114,
A0030824,제주 제주시,SK행복충전 한마음가스충전소,SK가스,제주 제주시 간월동로 94,064-711-3872,
A0030839,제주 제주시,연동가스충전소,SK가스,제주특별자치도 제주시 과원로 60 (연동),064-711-0339,
A0030847,제주 제주시,SK행복충전 동명가스충전소,SK가스,제주 제주시 연삼로 804 (화북이동),064-702-6622,
A0030899,제주 제주시,삼광충전소,GS칼텍스,제주특별자치도 제주시 번영로 152 (화북이동),064-725-5135,
A0030921,제주 제주시,제주안전 LPG 충전소,E1,제주 제주시 연삼로 640 (건입동),064-702-2121,
A0031008,제주 제주시,SK행복충전 신엄충전소,SK가스,제주특별자치도 제주시 애월읍 일주서로 6569,064-799-0101,
A0031026,제주 제주시,SK행복충전 굿모닝LPG충전소,SK가스,제주 제주시 용문로 28 (용담이동),064-745-1152,
A0031030,제주 제주시,SK행복충전 함덕LPG충전소,SK가스,제주 제주시 조천읍 일주동로 1122,064-784-1600,
A0031067,제주 제주시,극동충전소,SK에너지,제주 제주시 동광로 141 (일도이동),064-758-8434,
A0031084,제주 제주시,(주)한라에너지 제주공항LPG충전소,E1,제주특별자치도 제주시 일주서로 7709,064-712-0020,
A0031109,제주 제주시,SK행복충전 제주도개인택시조합LPG충전소,SK가스,제주 제주시 도공로 141 (도두일동),064-713-2791,
A0031111,제주 제주시,제주도개인택시조합 LPG충전소(화북점),SK에너지,제주 제주시  일주동로 22 (화북이동),064-726-3200,
A0031137,제주 제주시,늘푸른자동차충전소,SK에너지,제주 제주시 서광로 137 (용담이동),064-741-2121,
A0031151,제주 제주시,SK행복충전 천마한림충전소,SK가스,제주 제주시 한림읍 일주서로 5467,064-796-7901,
A0031156,제주 제주시,SK행복충전 미래에너지 화북충전소,SK가스,제주 제주시  선반남1길 66 (화북일동),064-796-1423,
A0031162,제주 제주시,우리비케이에너지,S-OIL,제주특별자치도 제주시 노형로 162,064-747-1992,
